,date,pred_Y,pred_Y_ratio,raw_Y,raw_lag,target_Y_ratio,cost,revenue,profit,benchmark_profit,abs_error,timeline,month
396,2012-02-01,4439.109340667725,0.2249198,4579,3624.0,0.264,8878.21868133545,13317.328022003174,4439.109340667725,3624.0,139.8906593322754,2012-02-01,2
397,2012-02-02,2792.994307100773,-0.38057345,3761,4509.0,-0.166,5585.988614201546,8378.982921302319,2792.994307100773,2265.0,968.0056928992271,2012-02-02,2
398,2012-02-03,3665.2437519431114,-0.19955367,4151,4579.0,-0.093,7330.487503886223,10995.731255829334,3665.2437519431114,3295.0,485.7562480568886,2012-02-03,2
399,2012-02-04,2626.7057914733887,-0.30159378,2832,3761.0,-0.247,5253.411582946777,7880.117374420166,2626.7057914733887,974.0,205.29420852661133,2012-02-04,2
400,2012-02-05,3239.8577049970627,-0.21949947,2947,4151.0,-0.29,6479.715409994125,8841.0,2361.2845900058746,539.0,292.8577049970627,2012-02-05,2
401,2012-02-06,3432.754383087158,0.21213078,3784,2832.0,0.336,6865.508766174316,10298.263149261475,3432.754383087158,2832.0,351.2456169128418,2012-02-06,2
402,2012-02-07,3941.3605406284332,0.3374145,4375,2947.0,0.485,7882.7210812568665,11824.0816218853,3941.3605406284332,2947.0,433.6394593715668,2012-02-07,2
403,2012-02-08,2410.287425994873,-0.36303186,2802,3784.0,-0.26,4820.574851989746,7230.862277984619,2410.287425994873,838.0,391.71257400512695,2012-02-08,2
404,2012-02-09,3652.394227683544,-0.16516703,3830,4375.0,-0.125,7304.788455367088,10957.182683050632,3652.394227683544,2740.0,177.60577231645584,2012-02-09,2
405,2012-02-10,3431.96072101593,0.22482538,3831,2802.0,0.367,6863.92144203186,10295.88216304779,3431.96072101593,2802.0,399.0392789840698,2012-02-10,2
406,2012-02-11,2183.425736427307,-0.42991495,2169,3830.0,-0.434,4366.851472854614,6507.0,2140.1485271453857,-1153.0,14.425736427307129,2012-02-11,2
407,2012-02-12,2773.338842868805,-0.27607965,1529,3831.0,-0.601,5546.67768573761,4587.0,-959.6776857376099,-3075.0,1244.338842868805,2012-02-12,2
408,2012-02-13,3002.2842425107956,0.384179,3422,2169.0,0.578,6004.568485021591,9006.852727532387,3002.2842425107956,2169.0,419.7157574892044,2012-02-13,2
409,2012-02-14,2784.3530789613724,0.8210288,3922,1529.0,1.565,5568.706157922745,8353.059236884117,2784.3530789613724,1529.0,1137.6469210386276,2012-02-14,2
410,2012-02-15,3671.22127366066,0.0728291,4169,3422.0,0.218,7342.44254732132,11013.66382098198,3671.22127366066,3422.0,497.7787263393402,2012-02-15,2
411,2012-02-16,2437.5221247673035,-0.37850022,3005,3922.0,-0.234,4875.044249534607,7312.56637430191,2437.5221247673035,1171.0,567.4778752326965,2012-02-16,2
412,2012-02-17,3842.220408678055,-0.07838321,4154,4169.0,-0.004,7684.44081735611,11526.661226034164,3842.220408678055,4124.0,311.7795913219452,2012-02-17,2
413,2012-02-18,3313.112688064575,0.1025334,4318,3005.0,0.437,6626.22537612915,9939.338064193726,3313.112688064575,3005.0,1004.8873119354248,2012-02-18,2
414,2012-02-19,2643.119748353958,-0.36371696,2689,4154.0,-0.353,5286.239496707916,7929.359245061874,2643.119748353958,-241.0,45.88025164604187,2012-02-19,2
415,2012-02-20,3790.8164870738983,-0.12208974,3129,4318.0,-0.275,7581.632974147797,9387.0,1805.3670258522034,751.0,661.8164870738983,2012-02-20,2
416,2012-02-21,3452.1882222890854,0.2838186,3777,2689.0,0.405,6904.376444578171,10356.564666867256,3452.1882222890854,2689.0,324.8117777109146,2012-02-21,2
417,2012-02-22,3993.840959072113,0.27639538,4773,3129.0,0.525,7987.681918144226,11981.52287721634,3993.840959072113,3129.0,779.159040927887,2012-02-22,2
418,2012-02-23,4160.289536833763,0.10147986,5062,3777.0,0.34,8320.579073667526,12480.86861050129,4160.289536833763,3777.0,901.7104631662369,2012-02-23,2
419,2012-02-24,2828.0649518966675,-0.40748692,3487,4773.0,-0.269,5656.129903793335,8484.194855690002,2828.0649518966675,915.0,658.9350481033325,2012-02-24,2
420,2012-02-25,3905.4213601350784,-0.22848254,2732,5062.0,-0.46,7810.842720270157,8196.0,385.15727972984314,-1928.0,1173.4213601350784,2012-02-25,2
421,2012-02-26,3283.156640768051,-0.05845809,3389,3487.0,-0.028,6566.313281536102,9849.469922304153,3283.156640768051,3193.0,105.84335923194885,2012-02-26,2
422,2012-02-27,3228.5183639526367,0.18174177,4322,2732.0,0.582,6457.036727905273,9685.55509185791,3228.5183639526367,2732.0,1093.4816360473633,2012-02-27,2
423,2012-02-28,3777.433343410492,0.11461589,4363,3389.0,0.287,7554.866686820984,11332.300030231476,3777.433343410492,3389.0,585.566656589508,2012-02-28,2
424,2012-02-29,2663.6879576444626,-0.3836909,1834,4322.0,-0.576,5327.375915288925,5502.0,174.62408471107483,-3142.0,829.6879576444626,2012-02-29,2
425,2012-03-01,4855.06527197361,0.112781405,4990,4363.0,0.144,9710.13054394722,14565.19581592083,4855.06527197361,4363.0,134.93472802639008,2012-03-01,3
426,2012-03-02,4014.2681221961975,1.1888049,3194,1834.0,0.742,8028.536244392395,9582.0,1553.463755607605,1834.0,820.2681221961975,2012-03-02,3
427,2012-03-03,4202.578798532486,-0.15779984,4066,4990.0,-0.185,8405.157597064972,12198.0,3792.842402935028,2218.0,136.57879853248596,2012-03-03,3
428,2012-03-04,3517.5750489234924,0.101307094,3423,3194.0,0.072,7035.150097846985,10269.0,3233.849902153015,3194.0,94.57504892349243,2012-03-04,3
429,2012-03-05,3235.3955047130585,-0.2042805,3333,4066.0,-0.18,6470.791009426117,9706.186514139175,3235.3955047130585,1867.0,97.60449528694153,2012-03-05,3
430,2012-03-06,3753.734624147415,0.096621275,3956,3423.0,0.156,7507.46924829483,11261.203872442245,3753.734624147415,3423.0,202.26537585258484,2012-03-06,3
431,2012-03-07,4446.067412137985,0.33395362,4916,3333.0,0.475,8892.13482427597,13338.202236413956,4446.067412137985,3333.0,469.93258786201477,2012-03-07,3
432,2012-03-08,4630.883449077606,0.17059743,5382,3956.0,0.36,9261.766898155212,13892.650347232819,4630.883449077606,3956.0,751.1165509223938,2012-03-08,3
433,2012-03-09,3261.7836349010468,-0.3364964,4569,4916.0,-0.071,6523.5672698020935,9785.35090470314,3261.7836349010468,3875.0,1307.2163650989532,2012-03-09,3
434,2012-03-10,4100.837762475014,-0.23804575,4118,5382.0,-0.235,8201.675524950027,12302.513287425041,4100.837762475014,1590.0,17.162237524986267,2012-03-10,3
435,2012-03-11,4942.424407124519,0.08173001,4911,4569.0,0.075,9884.848814249039,14733.0,4848.151185750961,4569.0,31.424407124519348,2012-03-11,3
436,2012-03-12,4945.351683616638,0.2009111,5298,4118.0,0.287,9890.703367233276,14836.055050849915,4945.351683616638,4118.0,352.6483163833618,2012-03-12,3
437,2012-03-13,5202.691554307938,0.05939558,5847,4911.0,0.191,10405.383108615875,15608.074662923813,5202.691554307938,4911.0,644.3084456920624,2012-03-13,3
438,2012-03-14,5388.2022070884705,0.01702565,6312,5298.0,0.191,10776.404414176941,16164.606621265411,5388.2022070884705,5298.0,923.7977929115295,2012-03-14,3
439,2012-03-15,5275.480098187923,-0.097745836,6192,5847.0,0.059,10550.960196375847,15826.44029456377,5275.480098187923,5847.0,916.5199018120766,2012-03-15,3
440,2012-03-16,3774.447268009186,-0.4020204,4378,6312.0,-0.306,7548.894536018372,11323.341804027557,3774.447268009186,510.0,603.5527319908142,2012-03-16,3
441,2012-03-17,5570.323010444641,-0.10040003,7836,6192.0,0.266,11140.646020889282,16710.969031333923,5570.323010444641,6192.0,2265.676989555359,2012-03-17,3
442,2012-03-18,3404.8434352874756,-0.22228336,5892,4378.0,0.346,6809.686870574951,10214.530305862427,3404.8434352874756,4378.0,2487.1565647125244,2012-03-18,3
443,2012-03-19,7686.962385177612,-0.019019604,6153,7836.0,-0.215,15373.924770355225,18459.0,3085.0752296447754,2787.0,1533.9623851776123,2012-03-19,3
444,2012-03-20,5089.623322248459,-0.1361807,6093,5892.0,0.034,10179.246644496918,15268.869966745377,5089.623322248459,5892.0,1003.3766777515411,2012-03-20,3
445,2012-03-21,4586.619009017944,-0.2545719,6230,6153.0,0.013,9173.238018035889,13759.857027053833,4586.619009017944,6153.0,1643.3809909820557,2012-03-21,3
446,2012-03-22,5197.54862844944,-0.14696395,6871,6093.0,0.128,10395.09725689888,15592.64588534832,5197.54862844944,6093.0,1673.45137155056,2012-03-22,3
447,2012-03-23,5301.3449919223785,-0.1490618,8362,6230.0,0.342,10602.689983844757,15904.034975767136,5301.3449919223785,6230.0,3060.6550080776215,2012-03-23,3
448,2012-03-24,4174.759625792503,-0.39240873,3372,6871.0,-0.509,8349.519251585007,10116.0,1766.4807484149933,-3626.0,802.7596257925034,2012-03-24,3
449,2012-03-25,4555.373239159584,-0.45522922,4996,8362.0,-0.403,9110.746478319168,13666.119717478752,4555.373239159584,-1736.0,440.62676084041595,2012-03-25,3
450,2012-03-26,6715.470316886902,0.9915393,5558,3372.0,0.648,13430.940633773804,16674.0,3243.0593662261963,3372.0,1157.4703168869019,2012-03-26,3
451,2012-03-27,4864.3660135269165,-0.026347876,5102,4996.0,0.021,9728.732027053833,14593.09804058075,4864.3660135269165,4996.0,237.6339864730835,2012-03-27,3
452,2012-03-28,6441.426050662994,0.15894678,5698,5558.0,0.025,12882.852101325989,17094.0,4211.147898674011,5558.0,743.4260506629944,2012-03-28,3
453,2012-03-29,5419.79847574234,0.06228897,6133,5102.0,0.202,10839.59695148468,16259.39542722702,5419.79847574234,5102.0,713.2015242576599,2012-03-29,3
454,2012-03-30,4408.9073531627655,-0.22623599,5459,5698.0,-0.042,8817.814706325531,13226.722059488297,4408.9073531627655,4981.0,1050.0926468372345,2012-03-30,3
455,2012-03-31,5123.21274125576,-0.16464818,6235,6133.0,0.017,10246.42548251152,15369.63822376728,5123.21274125576,6133.0,1111.7872587442398,2012-03-31,3
456,2012-04-01,5047.766593277454,-0.07533127,6041,5459.0,0.107,10095.533186554909,15143.299779832363,5047.766593277454,5459.0,993.2334067225456,2012-04-01,4
457,2012-04-02,5795.268507897854,-0.0705263,5936,6235.0,-0.048,11590.537015795708,17385.80552369356,5795.268507897854,5338.0,140.73149210214615,2012-04-02,4
458,2012-04-03,6137.768538236618,0.016018689,6772,6041.0,0.121,12275.537076473236,18413.305614709854,6137.768538236618,6041.0,634.231461763382,2012-04-03,4
459,2012-04-04,6417.891416549683,0.08118114,6436,5936.0,0.084,12835.782833099365,19253.674249649048,6417.891416549683,5936.0,18.108583450317383,2012-04-04,4
460,2012-04-05,6011.842796564102,-0.11225003,6457,6772.0,-0.047,12023.685593128204,18035.528389692307,6011.842796564102,5827.0,445.1572034358978,2012-04-05,4
461,2012-04-06,6157.426100730896,-0.0432837,6460,6436.0,0.004,12314.852201461792,18472.278302192688,6157.426100730896,6436.0,302.573899269104,2012-04-06,4
462,2012-04-07,6415.02369004488,-0.0065009,6857,6457.0,0.062,12830.04738008976,19245.07107013464,6415.02369004488,6457.0,441.9763099551201,2012-04-07,4
463,2012-04-08,6973.141570091248,0.07943374,5169,6460.0,-0.2,13946.283140182495,15507.0,1560.7168598175049,2587.0,1804.1415700912476,2012-04-08,4
464,2012-04-09,6983.757024526596,0.018485814,5585,6857.0,-0.186,13967.514049053192,16755.0,2787.485950946808,3041.0,1398.757024526596,2012-04-09,4
465,2012-04-10,6293.537103652954,0.21755412,5918,5169.0,0.145,12587.074207305908,17754.0,5166.925792694092,5169.0,375.5371036529541,2012-04-10,4
466,2012-04-11,5777.862277626991,0.03453219,4862,5585.0,-0.129,11555.724555253983,14586.0,3030.2754447460175,3416.0,915.8622776269913,2012-04-11,4
467,2012-04-12,6337.435010433197,0.07087439,5409,5918.0,-0.086,12674.870020866394,16227.0,3552.129979133606,4391.0,928.435010433197,2012-04-12,4
468,2012-04-13,6098.891713142395,0.25439984,6398,4862.0,0.316,12197.78342628479,18296.675139427185,6098.891713142395,4862.0,299.108286857605,2012-04-13,4
469,2012-04-14,6443.741241931915,0.19129992,7460,5409.0,0.379,12887.48248386383,19331.223725795746,6443.741241931915,5409.0,1016.2587580680847,2012-04-14,4
470,2012-04-15,7034.704349040985,0.09951615,7132,6398.0,0.115,14069.40869808197,21104.113047122955,7034.704349040985,6398.0,97.29565095901489,2012-04-15,4
471,2012-04-16,6858.116878271103,-0.08068138,6370,7460.0,-0.146,13716.233756542206,19110.0,5393.766243457794,4190.0,488.1168782711029,2012-04-16,4
472,2012-04-17,7174.068778514862,0.0058986247,6691,7132.0,-0.062,14348.137557029724,20073.0,5724.862442970276,5809.0,483.06877851486206,2012-04-17,4
473,2012-04-18,5638.994104266167,-0.1147576,4367,6370.0,-0.314,11277.988208532333,13101.0,1823.0117914676666,361.0,1271.9941042661667,2012-04-18,4
474,2012-04-19,6494.615277349949,-0.029350579,6565,6691.0,-0.019,12989.230554699898,19483.845832049847,6494.615277349949,6313.0,70.38472265005112,2012-04-19,4
475,2012-04-20,5398.327032446861,0.23616374,7290,4367.0,0.669,10796.654064893723,16194.981097340584,5398.327032446861,4367.0,1891.6729675531387,2012-04-20,4
476,2012-04-21,6157.136674821377,-0.062126935,6624,6565.0,0.009,12314.273349642754,18471.41002446413,6157.136674821377,6565.0,466.8633251786232,2012-04-21,4
477,2012-04-22,4462.904266119003,-0.38780463,1027,7290.0,-0.859,8925.808532238007,3081.0,-5844.808532238007,-11499.0,3435.9042661190033,2012-04-22,4
478,2012-04-23,4819.1942710876465,-0.27246463,3214,6624.0,-0.515,9638.388542175293,9642.0,3.6114578247070312,-3606.0,1605.1942710876465,2012-04-23,4
479,2012-04-24,3843.0669164657593,2.742032,5633,1027.0,4.485,7686.133832931519,11529.200749397278,3843.0669164657593,1027.0,1789.9330835342407,2012-04-24,4
480,2012-04-25,4896.918924808502,0.52362126,6196,3214.0,0.928,9793.837849617004,14690.756774425507,4896.918924808502,3214.0,1299.0810751914978,2012-04-25,4
481,2012-04-26,5054.052770316601,-0.10277778,5026,5633.0,-0.108,10108.105540633202,15078.0,4969.894459366798,3812.0,28.0527703166008,2012-04-26,4
482,2012-04-27,6372.303604602814,0.028454393,6233,6196.0,0.006,12744.607209205627,18699.0,5954.392790794373,6196.0,139.30360460281372,2012-04-27,4
483,2012-04-28,5329.348162889481,0.060355753,4220,5026.0,-0.16,10658.696325778961,12660.0,2001.3036742210388,2608.0,1109.3481628894806,2012-04-28,4
484,2012-04-29,6343.804572701454,0.017777085,6304,6233.0,0.011,12687.609145402908,18912.0,6224.390854597092,6233.0,39.80457270145416,2012-04-29,4
485,2012-04-30,4705.580749511719,0.11506653,5572,4220.0,0.32,9411.161499023438,14116.742248535156,4705.580749511719,4220.0,866.4192504882812,2012-04-30,4
486,2012-05-01,5699.87851524353,-0.095831454,5740,6304.0,-0.089,11399.75703048706,17099.63554573059,5699.87851524353,4612.0,40.12148475646973,2012-05-01,5
487,2012-05-02,4970.788707971573,-0.10789865,6169,5572.0,0.107,9941.577415943146,14912.366123914719,4970.788707971573,5572.0,1198.2112920284271,2012-05-02,5
488,2012-05-03,4813.276152610779,-0.16145015,6421,5740.0,0.119,9626.552305221558,14439.828457832336,4813.276152610779,5740.0,1607.7238473892212,2012-05-03,5
489,2012-05-04,6352.374721646309,0.029725194,6296,6169.0,0.021,12704.749443292618,18888.0,6183.250556707382,6169.0,56.3747216463089,2012-05-04,5
490,2012-05-05,5437.249406993389,-0.15320832,6883,6421.0,0.072,10874.498813986778,16311.748220980167,5437.249406993389,6421.0,1445.7505930066109,2012-05-05,5
491,2012-05-06,5054.458444595337,-0.19719529,6359,6296.0,0.01,10108.916889190674,15163.37533378601,5054.458444595337,6296.0,1304.541555404663,2012-05-06,5
492,2012-05-07,5706.056615054607,-0.17099279,6273,6883.0,-0.089,11412.113230109215,17118.169845163822,5706.056615054607,5053.0,566.9433849453926,2012-05-07,5
493,2012-05-08,5494.462307095528,-0.13595498,5728,6359.0,-0.099,10988.924614191055,16483.386921286583,5494.462307095528,4466.0,233.53769290447235,2012-05-08,5
494,2012-05-09,5288.045492112637,-0.1570149,4717,6273.0,-0.248,10576.090984225273,14151.0,3574.909015774727,1605.0,571.0454921126366,2012-05-09,5
495,2012-05-10,5677.66205406189,-0.008788049,6572,5728.0,0.147,11355.32410812378,17032.98616218567,5677.66205406189,5728.0,894.3379459381104,2012-05-10,5
496,2012-05-11,5677.563619732857,0.20363864,7030,4717.0,0.49,11355.127239465714,17032.69085919857,5677.563619732857,4717.0,1352.4363802671432,2012-05-11,5
497,2012-05-12,6624.020645141602,0.007915437,7429,6572.0,0.13,13248.041290283203,19872.061935424805,6624.020645141602,6572.0,804.9793548583984,2012-05-12,5
498,2012-05-13,6778.797118663788,-0.035732985,6118,7030.0,-0.13,13557.594237327576,18354.0,4796.405762672424,4294.0,660.7971186637878,2012-05-13,5
499,2012-05-14,5466.416487514973,-0.2641787,2843,7429.0,-0.617,10932.832975029945,8529.0,-2403.8329750299454,-6329.0,2623.4164875149727,2012-05-14,5
500,2012-05-15,5286.222351074219,-0.13595581,5115,6118.0,-0.164,10572.444702148438,15345.0,4772.5552978515625,3109.0,171.22235107421875,2012-05-15,5
501,2012-05-16,4819.31726193428,0.695152,7424,2843.0,1.611,9638.63452386856,14457.951785802841,4819.31726193428,2843.0,2604.6827380657196,2012-05-16,5
502,2012-05-17,6118.772213459015,0.19624093,7384,5115.0,0.444,12237.54442691803,18356.316640377045,6118.772213459015,5115.0,1265.227786540985,2012-05-17,5
503,2012-05-18,7114.230651855469,-0.041725397,7639,7424.0,0.029,14228.461303710938,21342.691955566406,7114.230651855469,7424.0,524.7693481445312,2012-05-18,5
504,2012-05-19,7233.78636598587,-0.020343125,8294,7384.0,0.123,14467.57273197174,21701.35909795761,7233.78636598587,7384.0,1060.2136340141296,2012-05-19,5
505,2012-05-20,7436.046171367168,-0.026568115,7129,7639.0,-0.067,14872.092342734337,21387.0,6514.907657265663,6109.0,307.0461713671684,2012-05-20,5
506,2012-05-21,5917.375184178352,-0.28654748,4359,8294.0,-0.474,11834.750368356705,13077.0,1242.2496316432953,-3511.0,1558.3751841783524,2012-05-21,5
507,2012-05-22,6046.916122078896,-0.15178621,6073,7129.0,-0.148,12093.832244157791,18140.748366236687,6046.916122078896,3961.0,26.08387792110443,2012-05-22,5
508,2012-05-23,5366.084137558937,0.23103556,5260,4359.0,0.207,10732.168275117874,15780.0,5047.831724882126,4359.0,106.08413755893707,2012-05-23,5
509,2012-05-24,5858.073516249657,-0.035390496,6770,6073.0,0.115,11716.147032499313,17574.22054874897,5858.073516249657,6073.0,911.9264837503433,2012-05-24,5
510,2012-05-25,5846.507687568665,0.1115033,6734,5260.0,0.28,11693.01537513733,17539.523062705994,5846.507687568665,5260.0,887.4923124313354,2012-05-25,5
511,2012-05-26,6184.6993309259415,-0.08645505,6536,6770.0,-0.035,12369.398661851883,18554.097992777824,6184.6993309259415,6068.0,351.30066907405853,2012-05-26,5
512,2012-05-27,6238.057339787483,-0.07364756,6591,6734.0,-0.021,12476.114679574966,18714.17201936245,6238.057339787483,6305.0,352.9426602125168,2012-05-27,5
513,2012-05-28,6538.024236679077,0.00030973554,6043,6536.0,-0.075,13076.048473358154,18129.0,5052.951526641846,5057.0,495.02423667907715,2012-05-28,5
514,2012-05-29,6194.039674043655,-0.060227633,5743,6591.0,-0.129,12388.07934808731,17229.0,4840.920651912689,4047.0,451.0396740436554,2012-05-29,5
515,2012-05-30,5165.447176873684,-0.14521807,6855,6043.0,0.134,10330.894353747368,15496.341530621052,5165.447176873684,6043.0,1689.552823126316,2012-05-30,5
516,2012-05-31,6462.302430510521,0.12524858,7338,5743.0,0.278,12924.604861021042,19386.907291531563,6462.302430510521,5743.0,875.6975694894791,2012-05-31,5
517,2012-06-01,5481.068041026592,-0.20042771,4127,6855.0,-0.398,10962.136082053185,12381.0,1418.8639179468155,-1329.0,1354.0680410265923,2012-06-01,6
518,2012-06-02,6811.820956707001,-0.07170606,8120,7338.0,0.107,13623.641913414001,20435.462870121002,6811.820956707001,7338.0,1308.1790432929993,2012-06-02,6
519,2012-06-03,5556.902838230133,0.3464751,7641,4127.0,0.851,11113.805676460266,16670.7085146904,5556.902838230133,4127.0,2084.097161769867,2012-06-03,6
520,2012-06-04,7795.335826873779,-0.039983273,6998,8120.0,-0.138,15590.671653747559,20994.0,5403.328346252441,4754.0,797.3358268737793,2012-06-04,6
521,2012-06-05,6102.579127013683,-0.20133764,7001,7641.0,-0.084,12205.158254027367,18307.73738104105,6102.579127013683,5721.0,898.4208729863167,2012-06-05,6
522,2012-06-06,6829.325636506081,-0.024103224,7055,6998.0,0.008,13658.651273012161,20487.976909518242,6829.325636506081,6998.0,225.67436349391937,2012-06-06,6
523,2012-06-07,6856.169589996338,-0.020687103,7494,7001.0,0.07,13712.339179992676,20568.508769989014,6856.169589996338,7001.0,637.8304100036621,2012-06-07,6
524,2012-06-08,7246.774777173996,0.027182847,7736,7055.0,0.097,14493.549554347992,21740.324331521988,7246.774777173996,7055.0,489.225222826004,2012-06-08,6
525,2012-06-09,7557.069035053253,0.008415878,7498,7494.0,0.001,15114.138070106506,22494.0,7379.861929893494,7494.0,59.069035053253174,2012-06-09,6
526,2012-06-10,7627.502348423004,-0.0140250325,6598,7736.0,-0.147,15255.004696846008,19794.0,4538.995303153992,4322.0,1029.5023484230042,2012-06-10,6
527,2012-06-11,6421.429416418076,-0.14358103,6664,7498.0,-0.111,12842.858832836151,19264.288249254227,6421.429416418076,4996.0,242.57058358192444,2012-06-11,6
528,2012-06-12,5263.493124485016,-0.2022593,4972,6598.0,-0.246,10526.986248970032,14916.0,4389.013751029968,1720.0,291.49312448501587,2012-06-12,6
529,2012-06-13,6772.57052230835,0.016292155,7421,6664.0,0.114,13545.1410446167,20317.71156692505,6772.57052230835,6664.0,648.4294776916504,2012-06-13,6
530,2012-06-14,5866.990560054779,0.18000612,7363,4972.0,0.481,11733.981120109558,17600.971680164337,5866.990560054779,4972.0,1496.009439945221,2012-06-14,6
531,2012-06-15,6989.389722466469,-0.058160663,7665,7421.0,0.033,13978.779444932938,20968.169167399406,6989.389722466469,7421.0,675.6102775335312,2012-06-15,6
532,2012-06-16,7496.15812087059,0.018084764,7702,7363.0,0.046,14992.31624174118,22488.47436261177,7496.15812087059,7363.0,205.8418791294098,2012-06-16,6
533,2012-06-17,7310.5948278307915,-0.046236813,6978,7665.0,-0.09,14621.189655661583,20934.0,6312.810344338417,5604.0,332.5948278307915,2012-06-17,6
